testdate,county,newpositives,cumulativepositives,newtests,cumulativetests
2020-04-06,Onondaga County,64,335,689,4941
2020-04-06,Ontario County,1,33,32,502
2020-04-06,Orange County,202,3599,604,10420
2020-04-06,Orleans County,2,15,17,193
2020-04-06,Oswego County,2,31,70,671
2020-04-06,Otsego County,0,34,43,368
2020-04-06,Putnam County,21,366,72,1381
2020-04-06,Queens County,1707,24840,2864,43256
2020-04-06,Rensselaer County,5,67,30,1360
2020-04-06,Richmond County,218,4797,605,10679
2020-04-06,Rockland County,287,5990,662,13506
2020-04-06,Saratoga County,2,155,40,2083
2020-04-06,Schenectady County,7,145,35,1437
2020-04-06,Schoharie County,1,12,19,179
2020-04-06,Schuyler County,0,4,4,108
2020-04-06,Seneca County,1,10,8,149
2020-04-06,St. Lawrence County,1,60,64,736
2020-04-06,Steuben County,0,75,22,465
2020-04-06,Suffolk County,1030,14517,2323,33225
2020-04-06,Sullivan County,17,270,77,1451
2020-04-06,Tioga County,0,8,10,209
2020-04-06,Tompkins County,3,97,23,1702
2020-04-06,Ulster County,26,398,117,2256
2020-04-06,Warren County,5,31,15,536
2020-04-06,Washington County,0,19,13,332
2020-04-06,Wayne County,1,35,31,478
2020-04-06,Westchester County,510,14804,1348,46701
2020-04-06,Wyoming County,0,23,7,188
2020-04-06,Yates County,0,1,3,83
2020-04-05,Albany County,14,319,89,4244
2020-04-05,Allegany County,1,17,8,196
2020-04-05,Bronx County,959,14327,1628,27371
2020-04-05,Broome County,5,76,33,607
2020-04-05,Cattaraugus County,2,12,16,251
2020-04-05,Cayuga County,3,11,31,385
2020-04-05,Chautauqua County,4,15,50,237
2020-04-05,Chemung County,9,47,50,546
2020-04-05,Chenango County,3,46,27,212
2020-04-05,Clinton County,3,36,14,280
2020-04-05,Columbia County,8,59,23,476
2020-04-05,Cortland County,3,13,42,558
2020-04-05,Delaware County,2,29,28,201
2020-04-05,Dutchess County,112,1189,338,4444
2020-04-05,Erie County,105,1023,549,4475
2020-04-05,Essex County,0,7,4,106
2020-04-05,Franklin County,0,10,5,157
2020-04-05,Fulton County,2,11,20,205
2020-04-05,Genesee County,1,23,11,297
2020-04-05,Greene County,0,24,12,286
2020-04-05,Hamilton County,0,2,0,17
2020-04-05,Herkimer County,3,25,23,207
2020-04-05,Jefferson County,7,33,98,685
2020-04-05,Kings County,1144,19702,2013,37609
2020-04-05,Lewis County,3,6,11,112
2020-04-05,Livingston County,3,22,14,235
2020-04-05,Madison County,3,82,13,507
2020-04-05,Monroe County,26,574,225,5146
2020-04-05,Montgomery County,0,15,8,198
2020-04-05,Nassau County,1218,15616,2363,34223
2020-04-05,New York County,542,10440,1162,25153
2020-04-05,Niagara County,4,120,44,573
2020-04-05,Oneida County,13,100,87,864
2020-04-05,Onondaga County,3,271,89,4252
2020-04-05,Ontario County,0,32,26,470
2020-04-05,Orange County,295,3397,827,9816
2020-04-05,Orleans County,2,13,16,176
2020-04-05,Oswego County,1,29,39,601
2020-04-05,Otsego County,5,34,41,325
2020-04-05,Putnam County,31,345,122,1309
2020-04-05,Queens County,1697,23133,2730,40392
2020-04-05,Rensselaer County,2,62,29,1330
2020-04-05,Richmond County,288,4579,600,10074
2020-04-05,Rockland County,377,5703,732,12844
2020-04-05,Saratoga County,5,153,34,2043
2020-04-05,Schenectady County,10,138,64,1402
2020-04-05,Schoharie County,0,11,17,160
2020-04-05,Schuyler County,0,4,9,104
2020-04-05,Seneca County,0,9,11,141
2020-04-05,St. Lawrence County,4,59,43,672
2020-04-05,Steuben County,12,75,40,443
2020-04-05,Suffolk County,1082,13487,2211,30902
2020-04-05,Sullivan County,19,253,91,1374
2020-04-05,Tioga County,1,8,10,199
2020-04-05,Tompkins County,6,94,94,1679
2020-04-05,Ulster County,40,372,182,2139
2020-04-05,Warren County,1,26,12,521
2020-04-05,Washington County,1,19,2,319
2020-04-05,Wayne County,2,34,15,447
2020-04-05,Westchester County,571,14294,1398,45353
2020-04-05,Wyoming County,1,23,6,181
2020-04-05,Yates County,0,1,2,80
2020-04-04,Albany County,12,305,117,4155
2020-04-04,Allegany County,0,16,8,188
2020-04-04,Bronx County,1053,13368,1778,25743
2020-04-04,Broome County,6,71,36,574
2020-04-04,Cattaraugus County,1,10,12,235
2020-04-04,Cayuga County,1,8,32,354
2020-04-04,Chautauqua County,1,11,28,187
2020-04-04,Chemung County,2,38,35,496
2020-04-04,Chenango County,4,43,17,185
2020-04-04,Clinton County,2,33,23,266
2020-04-04,Columbia County,2,51,15,453
2020-04-04,Cortland County,0,10,38,516
2020-04-04,Delaware County,1,27,12,173
2020-04-04,Dutchess County,139,1077,352,4106
2020-04-04,Erie County,110,918,402,3926
2020-04-04,Essex County,0,7,4,102
2020-04-04,Franklin County,0,10,6,152
2020-04-04,Fulton County,0,9,12,185
2020-04-04,Genesee County,2,22,12,286
2020-04-04,Greene County,0,24,7,274
2020-04-04,Hamilton County,0,2,0,17
2020-04-04,Herkimer County,4,22,46,184
2020-04-04,Jefferson County,6,26,75,587
2020-04-04,Kings County,1054,18558,1990,35596
2020-04-04,Lewis County,1,3,19,101
2020-04-04,Livingston County,1,19,27,221
2020-04-04,Madison County,5,79,28,494
2020-04-04,Monroe County,36,548,277,4921
2020-04-04,Montgomery County,2,15,14,190
2020-04-04,Nassau County,1052,14398,2195,31860
2020-04-04,New York County,598,9898,1278,23991
2020-04-04,Niagara County,15,116,54,529
2020-04-04,Oneida County,7,87,55,777
2020-04-04,Onondaga County,6,268,131,4163
2020-04-04,Ontario County,1,32,33,444
2020-04-04,Orange County,361,3102,1077,8989
2020-04-04,Orleans County,1,11,9,160
2020-04-04,Oswego County,2,28,26,562
2020-04-04,Otsego County,3,29,25,284
2020-04-04,Putnam County,31,314,78,1187
2020-04-04,Queens County,1322,21436,2255,37662
2020-04-04,Rensselaer County,2,60,48,1301
2020-04-04,Richmond County,218,4291,513,9474
2020-04-04,Rockland County,454,5326,880,12112
2020-04-04,Saratoga County,7,148,110,2009
2020-04-04,Schenectady County,11,128,64,1338
2020-04-04,Schoharie County,1,11,16,143
2020-04-04,Schuyler County,0,4,2,95
2020-04-04,Seneca County,3,9,15,130
2020-04-04,St. Lawrence County,3,55,46,629
2020-04-04,Steuben County,8,63,31,403
2020-04-04,Suffolk County,1035,12405,2200,28691
2020-04-04,Sullivan County,41,234,153,1283
2020-04-04,Tioga County,0,7,8,189
2020-04-04,Tompkins County,3,88,52,1585
2020-04-04,Ulster County,42,332,188,1957
2020-04-04,Warren County,5,25,13,509
2020-04-04,Washington County,2,18,15,317
2020-04-04,Wayne County,2,32,24,432
2020-04-04,Westchester County,642,13723,1621,43955
2020-04-04,Wyoming County,4,22,16,175
2020-04-04,Yates County,0,1,6,78
2020-04-03,Albany County,26,293,123,4038
2020-04-03,Allegany County,2,16,13,180
2020-04-03,Bronx County,1229,12315,2108,23965
2020-04-03,Broome County,9,65,55,538
2020-04-03,Cattaraugus County,0,9,8,223
2020-04-03,Cayuga County,1,7,15,322
2020-04-03,Chautauqua County,1,10,20,159
2020-04-03,Chemung County,1,36,28,461
2020-04-03,Chenango County,7,39,40,168
2020-04-03,Clinton County,1,31,11,243
2020-04-03,Columbia County,7,49,20,438
2020-04-03,Cortland County,0,10,32,478
2020-04-03,Delaware County,2,26,18,161
2020-04-03,Dutchess County,129,938,447,3754
2020-04-03,Erie County,88,808,317,3524
2020-04-03,Essex County,1,7,7,98
2020-04-03,Franklin County,0,10,4,146
2020-04-03,Fulton County,3,9,24,173
2020-04-03,Genesee County,4,20,30,274
2020-04-03,Greene County,1,24,10,267
2020-04-03,Hamilton County,0,2,0,17
2020-04-03,Herkimer County,4,18,27,138
2020-04-03,Jefferson County,2,20,38,512
2020-04-03,Kings County,1804,17504,3234,33606
2020-04-03,Lewis County,0,2,5,82
2020-04-03,Livingston County,2,18,18,194
2020-04-03,Madison County,4,74,20,466
2020-04-03,Monroe County,48,512,328,4644
2020-04-03,Montgomery County,3,13,11,176
2020-04-03,Nassau County,1322,13346,2694,29665
2020-04-03,New York County,848,9300,1820,22713
2020-04-03,Niagara County,7,101,47,475
2020-04-03,Oneida County,9,80,58,722
2020-04-03,Onondaga County,10,262,221,4032
2020-04-03,Ontario County,3,31,36,411
2020-04-03,Orange County,344,2741,1046,7912
2020-04-03,Orleans County,1,10,11,151
2020-04-03,Oswego County,0,26,31,536
2020-04-03,Otsego County,5,26,53,259
2020-04-03,Putnam County,31,283,96,1109
2020-04-03,Queens County,1947,20114,3407,35407
2020-04-03,Rensselaer County,2,58,18,1253
2020-04-03,Richmond County,319,4073,679,8961
2020-04-03,Rockland County,583,4872,1124,11232
2020-04-03,Saratoga County,0,141,57,1899
2020-04-03,Schenectady County,7,117,38,1274
2020-04-03,Schoharie County,1,10,21,127
2020-04-03,Schuyler County,1,4,5,93
2020-04-03,Seneca County,0,6,7,115
2020-04-03,St. Lawrence County,9,52,81,583
2020-04-03,Steuben County,9,55,27,372
2020-04-03,Suffolk County,1216,11370,2463,26491
2020-04-03,Sullivan County,25,193,133,1130
2020-04-03,Tioga County,0,7,9,181
2020-04-03,Tompkins County,1,85,81,1533
2020-04-03,Ulster County,27,290,141,1769
2020-04-03,Warren County,1,20,7,496
2020-04-03,Washington County,1,16,9,302
2020-04-03,Wayne County,0,30,35,408
2020-04-03,Westchester County,730,13081,1621,42334
2020-04-03,Wyoming County,3,18,11,159
2020-04-03,Yates County,0,1,3,72
2020-04-02,Albany County,14,267,105,3915
2020-04-02,Allegany County,2,14,18,167
2020-04-02,Bronx County,1159,11086,1946,21857
2020-04-02,Broome County,10,56,72,483
2020-04-02,Cattaraugus County,1,9,24,215
2020-04-02,Cayuga County,2,6,36,307
2020-04-02,Chautauqua County,1,9,15,139
2020-04-02,Chemung County,13,35,84,433
2020-04-02,Chenango County,4,32,17,128
2020-04-02,Clinton County,5,30,16,232
2020-04-02,Columbia County,6,42,22,418
2020-04-02,Cortland County,2,10,54,446
2020-04-02,Delaware County,2,24,9,143
2020-04-02,Dutchess County,142,809,415,3307
2020-04-02,Erie County,103,720,429,3207
2020-04-02,Essex County,0,6,2,91
2020-04-02,Franklin County,1,10,19,142
2020-04-02,Fulton County,0,6,10,149
2020-04-02,Genesee County,2,16,23,244
2020-04-02,Greene County,2,23,16,257
2020-04-02,Hamilton County,0,2,0,17
2020-04-02,Herkimer County,0,14,19,111
2020-04-02,Jefferson County,3,18,56,474
2020-04-02,Kings County,1396,15700,2512,30372
2020-04-02,Lewis County,0,2,5,77
2020-04-02,Livingston County,2,16,12,176
2020-04-02,Madison County,10,70,70,446
2020-04-02,Monroe County,44,464,336,4316
2020-04-02,Montgomery County,2,10,8,165
2020-04-02,Nassau County,1437,12024,2663,26971
2020-04-02,New York County,609,8452,1294,20893
2020-04-02,Niagara County,18,94,61,428
2020-04-02,Oneida County,10,71,77,664
2020-04-02,Onondaga County,18,252,195,3811
2020-04-02,Ontario County,2,28,29,375
2020-04-02,Orange County,404,2397,1114,6866
2020-04-02,Orleans County,3,9,13,140
2020-04-02,Oswego County,4,26,82,505
2020-04-02,Otsego County,0,21,12,206
2020-04-02,Putnam County,36,252,90,1013
2020-04-02,Queens County,1899,18167,3048,32000
2020-04-02,Rensselaer County,3,56,31,1235
2020-04-02,Richmond County,287,3754,563,8282
2020-04-02,Rockland County,538,4289,997,10108
2020-04-02,Saratoga County,9,141,53,1842
2020-04-02,Schenectady County,9,110,42,1236
2020-04-02,Schoharie County,1,9,5,106
2020-04-02,Schuyler County,0,3,13,88
2020-04-02,Seneca County,2,6,13,108
2020-04-02,St. Lawrence County,4,43,54,502
2020-04-02,Steuben County,3,46,36,345
2020-04-02,Suffolk County,1408,10154,2575,24028
2020-04-02,Sullivan County,25,168,140,997
2020-04-02,Tioga County,0,7,18,172
2020-04-02,Tompkins County,10,84,160,1452
2020-04-02,Ulster County,23,263,125,1628
2020-04-02,Warren County,1,19,11,489
2020-04-02,Washington County,3,15,13,293
2020-04-02,Wayne County,3,30,28,373
2020-04-02,Westchester County,784,12351,1632,40713
2020-04-02,Wyoming County,1,15,11,148
2020-04-02,Yates County,0,1,7,69
2020-04-01,Albany County,13,253,106,3810
2020-04-01,Allegany County,3,12,14,149
2020-04-01,Bronx County,1066,9927,1754,19911
2020-04-01,Broome County,4,46,43,411
2020-04-01,Cattaraugus County,1,8,28,191
2020-04-01,Cayuga County,1,4,25,271
2020-04-01,Chautauqua County,2,8,8,124
2020-04-01,Chemung County,0,22,14,349
2020-04-01,Chenango County,2,28,16,111
2020-04-01,Clinton County,0,25,5,216
2020-04-01,Columbia County,5,36,21,396
2020-04-01,Cortland County,0,8,42,392
2020-04-01,Delaware County,2,22,7,134
2020-04-01,Dutchess County,120,667,330,2892
2020-04-01,Erie County,153,617,571,2778
2020-04-01,Essex County,0,6,2,89
2020-04-01,Franklin County,0,9,8,123
2020-04-01,Fulton County,4,6,10,139
2020-04-01,Genesee County,1,14,39,221
2020-04-01,Greene County,3,21,11,241
2020-04-01,Hamilton County,0,2,3,17
2020-04-01,Herkimer County,2,14,9,92
2020-04-01,Jefferson County,3,15,53,418
2020-04-01,Kings County,1189,14304,2041,27860
2020-04-01,Lewis County,0,2,5,72
2020-04-01,Livingston County,0,14,17,164
2020-04-01,Madison County,9,60,67,376
2020-04-01,Monroe County,71,420,381,3980
2020-04-01,Montgomery County,1,8,10,157
2020-04-01,Nassau County,1033,10587,1908,24308
2020-04-01,New York County,470,7843,1002,19599
2020-04-01,Niagara County,30,76,89,367
2020-04-01,Oneida County,11,61,82,587
2020-04-01,Onondaga County,17,234,191,3616
2020-04-01,Ontario County,2,26,29,346
2020-04-01,Orange County,237,1993,628,5752
2020-04-01,Orleans County,0,6,11,127
2020-04-01,Oswego County,5,22,80,423
2020-04-01,Otsego County,2,21,17,194
2020-04-01,Putnam County,9,216,46,923
2020-04-01,Queens County,1366,16268,2157,28952
2020-04-01,Rensselaer County,10,53,42,1204
2020-04-01,Richmond County,279,3467,559,7719
2020-04-01,Rockland County,430,3751,904,9111
2020-04-01,Saratoga County,10,132,69,1789
2020-04-01,Schenectady County,8,101,31,1194
2020-04-01,Schoharie County,0,8,10,101
2020-04-01,Schuyler County,1,3,8,75
2020-04-01,Seneca County,2,4,14,95
2020-04-01,St. Lawrence County,5,39,30,448
2020-04-01,Steuben County,5,43,25,309
2020-04-01,Suffolk County,1141,8746,2148,21453
2020-04-01,Sullivan County,22,143,96,857
2020-04-01,Tioga County,0,7,14,154
2020-04-01,Tompkins County,6,74,126,1292
2020-04-01,Ulster County,19,240,118,1503
2020-04-01,Warren County,0,18,9,478
2020-04-01,Washington County,2,12,9,280
2020-04-01,Wayne County,3,27,28,345
2020-04-01,Westchester County,884,11567,1891,39081
2020-04-01,Wyoming County,4,14,12,137
2020-04-01,Yates County,1,1,8,62
2020-03-31,Albany County,14,240,108,3704
2020-03-31,Allegany County,2,9,10,135
2020-03-31,Bronx County,1095,8861,1818,18157
2020-03-31,Broome County,4,42,35,368
2020-03-31,Cattaraugus County,1,7,12,163
2020-03-31,Cayuga County,0,3,9,246
2020-03-31,Chautauqua County,0,6,9,116
2020-03-31,Chemung County,2,22,42,335
2020-03-31,Chenango County,7,26,20,95
2020-03-31,Clinton County,4,25,21,211
2020-03-31,Columbia County,1,31,12,375
2020-03-31,Cortland County,0,8,12,350
2020-03-31,Delaware County,4,20,13,127
2020-03-31,Dutchess County,63,547,196,2562
2020-03-31,Erie County,26,464,119,2207
2020-03-31,Essex County,2,6,8,87
2020-03-31,Franklin County,0,9,9,115
2020-03-31,Fulton County,1,2,5,129
2020-03-31,Genesee County,3,13,28,182
2020-03-31,Greene County,2,18,9,230
2020-03-31,Hamilton County,0,2,0,14
2020-03-31,Herkimer County,0,12,4,83
2020-03-31,Jefferson County,0,12,14,365
2020-03-31,Kings County,1198,13115,2011,25819
2020-03-31,Lewis County,0,2,3,67
2020-03-31,Livingston County,1,14,24,147
2020-03-31,Madison County,10,51,55,309
2020-03-31,Monroe County,57,349,356,3599
2020-03-31,Montgomery County,0,7,4,147
2020-03-31,Nassau County,1010,9554,1845,22400
2020-03-31,New York County,497,7373,1015,18597
2020-03-31,Niagara County,4,46,13,278
2020-03-31,Oneida County,10,50,58,505
2020-03-31,Onondaga County,23,217,163,3425
2020-03-31,Ontario County,2,24,37,317
2020-03-31,Orange County,200,1756,477,5124
2020-03-31,Orleans County,0,6,6,116
2020-03-31,Oswego County,2,17,27,343
2020-03-31,Otsego County,1,19,19,177
2020-03-31,Putnam County,21,207,57,877
2020-03-31,Queens County,1211,14902,1871,26795
2020-03-31,Rensselaer County,2,43,19,1162
2020-03-31,Richmond County,299,3188,616,7160
2020-03-31,Rockland County,458,3321,930,8207
2020-03-31,Saratoga County,14,122,78,1720
2020-03-31,Schenectady County,8,93,22,1163
2020-03-31,Schoharie County,2,8,7,91
2020-03-31,Schuyler County,0,2,1,67
2020-03-31,Seneca County,0,2,1,81
2020-03-31,St. Lawrence County,4,34,32,418
2020-03-31,Steuben County,14,38,56,284
2020-03-31,Suffolk County,892,7605,1620,19305
2020-03-31,Sullivan County,12,121,55,761
2020-03-31,Tioga County,0,7,15,140
2020-03-31,Tompkins County,2,68,15,1166
2020-03-31,Ulster County,10,221,51,1385
2020-03-31,Warren County,0,18,7,469
2020-03-31,Washington County,0,10,5,271
2020-03-31,Wayne County,5,24,33,317
2020-03-31,Westchester County,716,10683,1567,37190
2020-03-31,Wyoming County,1,10,10,125
2020-03-31,Yates County,0,0,7,54
2020-03-30,Albany County,9,226,72,3596
2020-03-30,Allegany County,0,7,4,125
2020-03-30,Bronx County,804,7766,1341,16339
2020-03-30,Broome County,3,38,48,333
2020-03-30,Cattaraugus County,0,6,5,151
2020-03-30,Cayuga County,0,3,10,237
2020-03-30,Chautauqua County,1,6,9,107
2020-03-30,Chemung County,5,20,47,293
2020-03-30,Chenango County,2,19,9,75
2020-03-30,Clinton County,4,21,9,190
2020-03-30,Columbia County,4,30,14,363
2020-03-30,Cortland County,0,8,9,338
2020-03-30,Delaware County,5,16,11,114
2020-03-30,Dutchess County,92,484,300,2366
2020-03-30,Erie County,62,438,189,2088
2020-03-30,Essex County,0,4,5,79
2020-03-30,Franklin County,3,9,10,106
2020-03-30,Fulton County,0,1,5,124
2020-03-30,Genesee County,1,10,24,154
2020-03-30,Greene County,6,16,15,221
2020-03-30,Hamilton County,0,2,0,14
2020-03-30,Herkimer County,0,12,1,79
2020-03-30,Jefferson County,1,12,19,351
2020-03-30,Kings County,1888,11917,3113,23808
2020-03-30,Lewis County,0,2,5,64
2020-03-30,Livingston County,1,13,10,123
2020-03-30,Madison County,7,41,39,254
2020-03-30,Monroe County,50,292,383,3243
2020-03-30,Montgomery County,1,7,8,143
2020-03-30,Nassau County,1200,8544,2261,20555
2020-03-30,New York County,648,6876,1422,17582
2020-03-30,Niagara County,1,42,15,265
2020-03-30,Oneida County,6,40,57,447
2020-03-30,Onondaga County,14,194,139,3262
2020-03-30,Ontario County,2,22,26,280
2020-03-30,Orange County,121,1556,306,4647
2020-03-30,Orleans County,2,6,14,110
2020-03-30,Oswego County,1,15,30,316
2020-03-30,Otsego County,1,18,8,158
2020-03-30,Putnam County,19,186,71,820
2020-03-30,Queens County,2022,13691,3325,24924
2020-03-30,Rensselaer County,1,41,20,1143
2020-03-30,Richmond County,324,2889,691,6544
2020-03-30,Rockland County,352,2863,739,7277
2020-03-30,Saratoga County,3,108,23,1642
2020-03-30,Schenectady County,5,85,33,1141
2020-03-30,Schoharie County,0,6,4,84
2020-03-30,Schuyler County,0,2,6,66
2020-03-30,Seneca County,2,2,7,80
2020-03-30,St. Lawrence County,17,30,74,386
2020-03-30,Steuben County,5,24,39,228
2020-03-30,Suffolk County,922,6713,1857,17685
2020-03-30,Sullivan County,8,109,33,706
2020-03-30,Tioga County,3,7,21,125
2020-03-30,Tompkins County,0,66,18,1151
2020-03-30,Ulster County,21,211,123,1334
2020-03-30,Warren County,0,18,6,462
2020-03-30,Washington County,3,10,7,266
2020-03-30,Wayne County,4,19,28,284
2020-03-30,Westchester County,641,9967,1515,35623
2020-03-30,Wyoming County,1,9,13,115
2020-03-30,Yates County,0,0,3,47
2020-03-29,Albany County,12,217,61,3524
2020-03-29,Allegany County,1,7,7,121
2020-03-29,Bronx County,658,6962,1160,14998
2020-03-29,Broome County,6,35,36,285
2020-03-29,Cattaraugus County,2,6,7,146
2020-03-29,Cayuga County,1,3,37,227
2020-03-29,Chautauqua County,0,5,3,98
2020-03-29,Chemung County,0,15,7,246
2020-03-29,Chenango County,2,17,7,66
2020-03-29,Clinton County,4,17,19,181
2020-03-29,Columbia County,3,26,26,349
2020-03-29,Cortland County,2,8,48,329
2020-03-29,Delaware County,3,11,12,103
2020-03-29,Dutchess County,72,392,227,2066
2020-03-29,Erie County,18,376,67,1899
2020-03-29,Essex County,0,4,3,74
2020-03-29,Franklin County,0,6,14,96
2020-03-29,Fulton County,0,1,12,119
2020-03-29,Genesee County,0,9,12,130
2020-03-29,Greene County,3,10,13,206
2020-03-29,Hamilton County,0,2,0,14
2020-03-29,Herkimer County,2,12,8,78
2020-03-29,Jefferson County,4,11,100,332
2020-03-29,Kings County,1011,10029,1627,20695
